idx,db_id,question,gold_query,generated_raw,extracted_sql,score,reason
10,concert_singer,Show all countries and the number of singers in each country.,"SELECT country ,  count(*) FROM singer GROUP BY country","SELECT s.Country, COUNT(si.Singer_ID) FROM singer AS s LEFT JOIN singer_in_concert AS si ON s.Singer_ID = si.Singer_ID GROUP BY s.Country","SELECT s.Country, COUNT(si.Singer_ID) FROM singer AS s LEFT JOIN singer_in_concert AS si ON s.Singer_ID = si.Singer_ID GROUP BY s.Country",0.0,"Resultados divergentes (ordered=False). gold=3 linhas, pred=3 linhas."
11,concert_singer,How many singers are from each country?,"SELECT country ,  count(*) FROM singer GROUP BY country","SELECT s.Country, COUNT(DISTINCT ci.Singer_ID) 
FROM singer s 
JOIN singer_in_concert ci ON s.Singer_ID = ci.Singer_ID 
GROUP BY s.Country","SELECT s.Country, COUNT(DISTINCT ci.Singer_ID) 
FROM singer s 
JOIN singer_in_concert ci ON s.Singer_ID = ci.Singer_ID 
GROUP BY s.Country",0.0,"Resultados divergentes (ordered=False). gold=3 linhas, pred=2 linhas."
12,concert_singer,List all song names by singers above the average age.,SELECT song_name FROM singer WHERE age  >  (SELECT avg(age) FROM singer),SELECT T3.Song_Name FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID JOIN concert AS T4 ON T2.concert_ID = T4.concert_ID WHERE T1.Age > (SELECT AVG(Age) FROM singer),SELECT T3.Song_Name FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID JOIN concert AS T4 ON T2.concert_ID = T4.concert_ID WHERE T1.Age > (SELECT AVG(Age) FROM singer),0.0,Falha ao executar a consulta gerada: no such column: T3.Song_Name
13,concert_singer,What are all the song names by singers who are older than average?,SELECT song_name FROM singer WHERE age  >  (SELECT avg(age) FROM singer),SELECT T3.Song_Name FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID JOIN concert AS T4 ON T2.concert_ID = T4.concert_ID JOIN stadium AS T5 ON T4.Stadium_ID = T5.Stadium_ID WHERE T1.Age > T5.Average AND T1.Is_male IS FALSE GROUP BY T3.Song_Name,SELECT T3.Song_Name FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID JOIN concert AS T4 ON T2.concert_ID = T4.concert_ID JOIN stadium AS T5 ON T4.Stadium_ID = T5.Stadium_ID WHERE T1.Age > T5.Average AND T1.Is_male IS FALSE GROUP BY T3.Song_Name,0.0,Falha ao executar a consulta gerada: no such column: T3.Song_Name
14,concert_singer,Show location and name for all stadiums with a capacity between 5000 and 10000.,"SELECT LOCATION ,  name FROM stadium WHERE capacity BETWEEN 5000 AND 10000","SELECT Location, Name FROM stadium WHERE Capacity BETWEEN 5000 AND 10000","SELECT Location, Name FROM stadium WHERE Capacity BETWEEN 5000 AND 10000",1.0,Resultados idênticos (ordered=False).
15,concert_singer,What are the locations and names of all stations with capacity between 5000 and 10000?,"SELECT LOCATION ,  name FROM stadium WHERE capacity BETWEEN 5000 AND 10000","SELECT T2.Location, T2.Name FROM stadium AS T2 JOIN concert AS T1 ON T1.Stadium_ID = T2.Stadium_ID WHERE T2.Capacity BETWEEN 5000 AND 10000","SELECT T2.Location, T2.Name FROM stadium AS T2 JOIN concert AS T1 ON T1.Stadium_ID = T2.Stadium_ID WHERE T2.Capacity BETWEEN 5000 AND 10000",1.0,Resultados idênticos (ordered=False).
16,concert_singer,What is the maximum capacity and the average of all stadiums ?,"select max(capacity), average from stadium","SELECT MAX(stadium.Capacity), AVG(stadium.Average) FROM stadium WHERE stadium.Average IS NOT NULL","SELECT MAX(stadium.Capacity), AVG(stadium.Average) FROM stadium WHERE stadium.Average IS NOT NULL",0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=1 linhas."
17,concert_singer,What is the average and maximum capacities for all stadiums ?,"select avg(capacity) ,  max(capacity) from stadium","SELECT AVG(Average) AS Average_Capacity, MAX(Highest) AS Maximum_Capacity FROM stadium","SELECT AVG(Average) AS Average_Capacity, MAX(Highest) AS Maximum_Capacity FROM stadium",0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=1 linhas."
18,concert_singer,What is the name and capacity for the stadium with highest average attendance?,"SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1","SELECT T2.Name ,  T2.Capacity FROM stadium AS T2 JOIN concert AS T1 ON T2.Stadium_ID = T1.concert_ID WHERE T2.Average = ( SELECT MAX(Average) FROM stadium )","SELECT T2.Name ,  T2.Capacity FROM stadium AS T2 JOIN concert AS T1 ON T2.Stadium_ID = T1.concert_ID WHERE T2.Average = ( SELECT MAX(Average) FROM stadium )",1.0,Resultados idênticos (ordered=True).
19,concert_singer,What is the name and capacity for the stadium with the highest average attendance?,"SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1","SELECT T2.Name ,  T2.Capacity FROM stadium AS T2 JOIN concert AS T1 ON T2.Stadium_ID = T1.concert_ID WHERE T2.Average = ( SELECT MAX(Average) FROM stadium )","SELECT T2.Name ,  T2.Capacity FROM stadium AS T2 JOIN concert AS T1 ON T2.Stadium_ID = T1.concert_ID WHERE T2.Average = ( SELECT MAX(Average) FROM stadium )",1.0,Resultados idênticos (ordered=True).
20,concert_singer,How many concerts are there in year 2014 or 2015?,SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015,"SELECT COUNT(*) FROM concert WHERE Year IN ('2014', '2015')","SELECT COUNT(*) FROM concert WHERE Year IN ('2014', '2015')",1.0,Resultados idênticos (ordered=False).
21,concert_singer,How many concerts occurred in 2014 or 2015?,SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015,"SELECT COUNT(DISTINCT concert_ID) FROM concert WHERE Year IN ('2014', '2015')","SELECT COUNT(DISTINCT concert_ID) FROM concert WHERE Year IN ('2014', '2015')",1.0,Resultados idênticos (ordered=False).
22,concert_singer,Show the stadium name and the number of concerts in each stadium.,"SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id","SELECT s.Name, COUNT(c.concert_ID) AS Concerts
FROM stadium s
LEFT JOIN concert c ON s.Stadium_ID = c.Stadium_ID
GROUP BY s.Name","SELECT s.Name, COUNT(c.concert_ID) AS Concerts
FROM stadium s
LEFT JOIN concert c ON s.Stadium_ID = c.Stadium_ID
GROUP BY s.Name",0.0,"Resultados divergentes (ordered=False). gold=5 linhas, pred=9 linhas."
23,concert_singer,"For each stadium, how many concerts play there?","SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id","SELECT s.Name AS Stadium_Name, COUNT(c.concert_ID) AS Concert_Count 
FROM stadium s 
LEFT JOIN concert c ON s.Stadium_ID = c.Stadium_ID 
GROUP BY s.Stadium_ID, s.Name;","SELECT s.Name AS Stadium_Name, COUNT(c.concert_ID) AS Concert_Count 
FROM stadium s 
LEFT JOIN concert c ON s.Stadium_ID = c.Stadium_ID 
GROUP BY s.Stadium_ID, s.Name",0.0,"Resultados divergentes (ordered=False). gold=5 linhas, pred=9 linhas."
24,concert_singer,Show the stadium name and capacity with most number of concerts in year 2014 or after.,"SELECT T2.name ,  T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  >=  2014 GROUP BY T2.stadium_id ORDER BY count(*) DESC LIMIT 1","SELECT s.Name, s.Capacity FROM stadium s JOIN concert c ON s.Stadium_ID = c.Stadium_ID WHERE c.Year >= '2014' GROUP BY s.Stadium_ID ORDER BY COUNT(c.concert_ID) DESC LIMIT 1","SELECT s.Name, s.Capacity FROM stadium s JOIN concert c ON s.Stadium_ID = c.Stadium_ID WHERE c.Year >= '2014' GROUP BY s.Stadium_ID ORDER BY COUNT(c.concert_ID) DESC LIMIT 1",1.0,Resultados idênticos (ordered=True).
25,concert_singer,What is the name and capacity of the stadium with the most concerts after 2013 ?,"select t2.name ,  t2.capacity from concert as t1 join stadium as t2 on t1.stadium_id  =  t2.stadium_id where t1.year  >  2013 group by t2.stadium_id order by count(*) desc limit 1","SELECT S.Name, S.Capacity FROM stadium AS S JOIN (SELECT concert.concert_ID, COUNT(concert.concert_ID) AS concert_count FROM concert JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID WHERE concert.Year > '2013' GROUP BY concert.concert_ID ORDER BY concert.concert_ID DESC LIMIT 1) AS C ON S.Stadium_ID = C.concert_ID","SELECT S.Name, S.Capacity FROM stadium AS S JOIN (SELECT concert.concert_ID, COUNT(concert.concert_ID) AS concert_count FROM concert JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID WHERE concert.Year > '2013' GROUP BY concert.concert_ID ORDER BY concert.concert_ID DESC LIMIT 1) AS C ON S.Stadium_ID = C.concert_ID",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=1 linhas."
26,concert_singer,Which year has most number of concerts?,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,"SELECT T1.Year ,  COUNT(T2.concert_ID) AS concert_count FROM concert AS T1 JOIN singer_in_concert AS T2 ON T1.concert_ID = T2.concert_ID GROUP BY T1.Year ORDER BY concert_count DESC LIMIT 1","SELECT T1.Year ,  COUNT(T2.concert_ID) AS concert_count FROM concert AS T1 JOIN singer_in_concert AS T2 ON T1.concert_ID = T2.concert_ID GROUP BY T1.Year ORDER BY concert_count DESC LIMIT 1",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=1 linhas."
27,concert_singer,What is the year that had the most concerts?,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,"SELECT T2.Year FROM concert AS T1 JOIN (SELECT concert_ID, YEAR FROM concert GROUP BY YEAR ORDER BY COUNT(*) DESC LIMIT 1) AS T2 ON T1.concert_ID = T2.concert_ID","SELECT T2.Year FROM concert AS T1 JOIN (SELECT concert_ID, YEAR FROM concert GROUP BY YEAR ORDER BY COUNT(*) DESC LIMIT 1) AS T2 ON T1.concert_ID = T2.concert_ID",1.0,Resultados idênticos (ordered=True).
28,concert_singer,Show the stadium names without any concert.,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),SELECT Name FROM stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM concert),SELECT Name FROM stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM concert),1.0,Resultados idênticos (ordered=False).
29,concert_singer,What are the names of the stadiums without any concerts?,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),SELECT Name FROM stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM concert),SELECT Name FROM stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM concert),1.0,Resultados idênticos (ordered=False).
30,concert_singer,Show countries where a singer above age 40 and a singer below 30 are from.,SELECT country FROM singer WHERE age  >  40 INTERSECT SELECT country FROM singer WHERE age  <  30,SELECT DISTINCT s.Country FROM singer s JOIN singer_in_concert sic ON s.Singer_ID = sic.Singer_ID WHERE s.Age > 40 UNION SELECT DISTINCT s.Country FROM singer s JOIN singer_in_concert sic ON s.Singer_ID = sic.Singer_ID WHERE s.Age < 30 AND s.Age IS NOT NULL,SELECT DISTINCT s.Country FROM singer s JOIN singer_in_concert sic ON s.Singer_ID = sic.Singer_ID WHERE s.Age > 40 UNION SELECT DISTINCT s.Country FROM singer s JOIN singer_in_concert sic ON s.Singer_ID = sic.Singer_ID WHERE s.Age < 30 AND s.Age IS NOT NULL,1.0,Resultados idênticos (ordered=False).
31,concert_singer,Show names for all stadiums except for stadiums having a concert in year 2014.,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,SELECT s.Name FROM stadium s WHERE s.Stadium_ID NOT IN (SELECT DISTINCT c.concert_ID FROM concert c WHERE c.Year = '2014'),SELECT s.Name FROM stadium s WHERE s.Stadium_ID NOT IN (SELECT DISTINCT c.concert_ID FROM concert c WHERE c.Year = '2014'),0.0,"Resultados divergentes (ordered=False). gold=6 linhas, pred=6 linhas."
32,concert_singer,What are the names of all stadiums that did not have a concert in 2014?,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,SELECT S.Name FROM stadium AS S WHERE S.Stadium_ID NOT IN (SELECT C.concert_ID FROM concert AS C WHERE YEAR(C.Year) = 2014),SELECT S.Name FROM stadium AS S WHERE S.Stadium_ID NOT IN (SELECT C.concert_ID FROM concert AS C WHERE YEAR(C.Year) = 2014),0.0,Falha ao executar a consulta gerada: no such function: YEAR
33,concert_singer,Show the name and theme for all concerts and the number of singers in each concert.,"SELECT T2.concert_name ,  T2.theme ,  count(*) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id  =  T2.concert_id GROUP BY T2.concert_id","SELECT c.concert_Name, c.Theme, COUNT(s.Singer_ID) as NumberOfSingers FROM concert c JOIN singer_in_concert sc ON c.concert_ID = sc.concert_ID GROUP BY c.concert_ID, c.Theme","SELECT c.concert_Name, c.Theme, COUNT(s.Singer_ID) as NumberOfSingers FROM concert c JOIN singer_in_concert sc ON c.concert_ID = sc.concert_ID GROUP BY c.concert_ID, c.Theme",0.0,Falha ao executar a consulta gerada: no such column: s.Singer_ID
34,concert_singer,"What are the names , themes , and number of singers for every concert ?","select t2.concert_name ,  t2.theme ,  count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id  =  t2.concert_id group by t2.concert_id","SELECT c.concert_Name, c.Theme, COUNT(s.Singer_ID) as NumberOfSingers FROM concert c JOIN singer_in_concert sc ON c.concert_ID = sc.concert_ID JOIN singer s ON sc.Singer_ID = s.Singer_ID GROUP BY c.concert_ID, c.Theme","SELECT c.concert_Name, c.Theme, COUNT(s.Singer_ID) as NumberOfSingers FROM concert c JOIN singer_in_concert sc ON c.concert_ID = sc.concert_ID JOIN singer s ON sc.Singer_ID = s.Singer_ID GROUP BY c.concert_ID, c.Theme",1.0,Resultados idênticos (ordered=False).
35,concert_singer,List singer names and number of concerts for each singer.,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id","SELECT s.Name, COUNT(si.concert_ID) AS Concerts FROM singer s JOIN singer_in_concert si ON s.Singer_ID = si.Singer_ID GROUP BY s.Name","SELECT s.Name, COUNT(si.concert_ID) AS Concerts FROM singer s JOIN singer_in_concert si ON s.Singer_ID = si.Singer_ID GROUP BY s.Name",1.0,Resultados idênticos (ordered=False).
36,concert_singer,What are the names of the singers and number of concerts for each person?,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id","SELECT s.Name, COUNT(c.concert_ID) FROM singer s JOIN singer_in_concert sic ON s.Singer_ID = sic.Singer_ID GROUP BY s.Name","SELECT s.Name, COUNT(c.concert_ID) FROM singer s JOIN singer_in_concert sic ON s.Singer_ID = sic.Singer_ID GROUP BY s.Name",0.0,Falha ao executar a consulta gerada: no such column: c.concert_ID
37,concert_singer,List all singer names in concerts in year 2014.,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,SELECT T1.Name FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID JOIN concert AS T3 ON T3.concert_ID = T2.concert_ID WHERE T3.Year = '2014',SELECT T1.Name FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID JOIN concert AS T3 ON T3.concert_ID = T2.concert_ID WHERE T3.Year = '2014',1.0,Resultados idênticos (ordered=False).
38,concert_singer,What are the names of the singers who performed in a concert in 2014?,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,SELECT S.Name FROM singer AS S JOIN singer_in_concert AS sic ON S.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID WHERE c.Year = '2014',SELECT S.Name FROM singer AS S JOIN singer_in_concert AS sic ON S.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID WHERE c.Year = '2014',1.0,Resultados idênticos (ordered=False).
39,concert_singer,what is the name and nation of the singer who have a song having 'Hey' in its name?,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'","SELECT T1.Name, T1.Country FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Song_Name LIKE '%Hey%'","SELECT T1.Name, T1.Country FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Song_Name LIKE '%Hey%'",0.0,Falha ao executar a consulta gerada: no such column: T2.Song_Name
40,concert_singer,What is the name and country of origin of every singer who has a song with the word 'Hey' in its title?,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'","SELECT T2.Name, T2.Country FROM singer AS T2 JOIN singer_in_concert AS T1 ON T2.Singer_ID = T1.Singer_ID JOIN concert AS T3 ON T1.concert_ID = T3.concert_ID WHERE T3.Theme LIKE '%Hey%'","SELECT T2.Name, T2.Country FROM singer AS T2 JOIN singer_in_concert AS T1 ON T2.Singer_ID = T1.Singer_ID JOIN concert AS T3 ON T1.concert_ID = T3.concert_ID WHERE T3.Theme LIKE '%Hey%'",0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=0 linhas."
41,concert_singer,Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015.,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015","SELECT T2.Name, T2.Location FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T1.Year = '2014' OR T1.Year = '2015'","SELECT T2.Name, T2.Location FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T1.Year = '2014' OR T1.Year = '2015'",0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=6 linhas."
42,concert_singer,What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015?,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015","SELECT T2.Name, T2.Location FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T1.Year = '2014' INTERSECT SELECT T1.concert_ID FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T1.Year = '2015'","SELECT T2.Name, T2.Location FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T1.Year = '2014' INTERSECT SELECT T1.concert_ID FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T1.Year = '2015'",0.0,Falha ao executar a consulta gerada: SELECTs to the left and right of INTERSECT do not have the same number of result columns
43,concert_singer,Find the number of concerts happened in the stadium with the highest capacity .,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),SELECT COUNT(DISTINCT T1.concert_ID) FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T2.Capacity = (SELECT MAX(Capacity) FROM stadium),SELECT COUNT(DISTINCT T1.concert_ID) FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T2.Capacity = (SELECT MAX(Capacity) FROM stadium),1.0,Resultados idênticos (ordered=True).
44,concert_singer,What are the number of concerts that occurred in the stadium with the largest capacity ?,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),SELECT COUNT(T1.concert_ID) FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T2.Capacity = (SELECT MAX(Capacity) FROM stadium),SELECT COUNT(T1.concert_ID) FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T2.Capacity = (SELECT MAX(Capacity) FROM stadium),1.0,Resultados idênticos (ordered=True).
45,pets_1,Find the number of pets whose weight is heavier than 10.,SELECT count(*) FROM pets WHERE weight  >  10,SELECT COUNT(*) FROM Pets WHERE weight > 10 AND PetID IN (SELECT PetID FROM Has_Pet),SELECT COUNT(*) FROM Pets WHERE weight > 10 AND PetID IN (SELECT PetID FROM Has_Pet),1.0,Resultados idênticos (ordered=False).
46,pets_1,How many pets have a greater weight than 10?,SELECT count(*) FROM pets WHERE weight  >  10,SELECT COUNT(DISTINCT T1.PetID) FROM Pets AS T1 JOIN Has_Pet AS T2 ON T1.PetID = T2.PetID WHERE T1.weight > 10,SELECT COUNT(DISTINCT T1.PetID) FROM Pets AS T1 JOIN Has_Pet AS T2 ON T1.PetID = T2.PetID WHERE T1.weight > 10,1.0,Resultados idênticos (ordered=False).
47,pets_1,Find the weight of the youngest dog.,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT T2.weight FROM Student AS T1 JOIN Has_Pet AS T3 ON T1.StuID = T3.StuID JOIN Pets AS T2 ON T3.PetID = T2.PetID WHERE T2.PetType = 'dog' ORDER BY T2.pet_age ASC LIMIT 1,SELECT T2.weight FROM Student AS T1 JOIN Has_Pet AS T3 ON T1.StuID = T3.StuID JOIN Pets AS T2 ON T3.PetID = T2.PetID WHERE T2.PetType = 'dog' ORDER BY T2.pet_age ASC LIMIT 1,1.0,Resultados idênticos (ordered=True).
48,pets_1,How much does the youngest dog weigh?,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT T2.weight FROM Student AS T1 JOIN Has_Pet AS T3 ON T1.StuID = T3.StuID JOIN Pets AS T2 ON T3.PetID = T2.PetID WHERE T2.PetType = 'dog' ORDER BY T2.pet_age ASC LIMIT 1,SELECT T2.weight FROM Student AS T1 JOIN Has_Pet AS T3 ON T1.StuID = T3.StuID JOIN Pets AS T2 ON T3.PetID = T2.PetID WHERE T2.PetType = 'dog' ORDER BY T2.pet_age ASC LIMIT 1,1.0,Resultados idênticos (ordered=True).
49,pets_1,Find the maximum weight for each type of pet. List the maximum weight and pet type.,"SELECT max(weight) ,  petType FROM pets GROUP BY petType","SELECT P.PetType, MAX(H.PetID)*1 AS MaxWeight FROM Has_Pet H JOIN Pets P ON H.PetID = P.PetID GROUP BY P.PetType","SELECT P.PetType, MAX(H.PetID)*1 AS MaxWeight FROM Has_Pet H JOIN Pets P ON H.PetID = P.PetID GROUP BY P.PetType",0.0,"Resultados divergentes (ordered=False). gold=2 linhas, pred=2 linhas."
